text,label
"The action on CNS development of some of the factors contained within E-CSF has been analysed, including the role of the proteoglycans, FGF2, RBP/all-trans retinol system, and the apolipoprotein-carried lipids (Alonso et al., 1999,1998; Martin et al., 2006; Parada et al., 2008, in press).",neutral
"One of the most promising methods among them is PLDA (Kenny, 2010; Prince and Elder, 2007).",positive
"In selecting REM epochs, we took into account the presence of a clearly defined alpha burst in any EEG derivation, the total absence of spindle activity in frontoparietal regions (Jobert et al. 1992), the appearance of rapid eye movements one minute before, and on continuing in REM stage, one minute after the selected epoch.",neutral
The inflection pressure of SA1 is 10 GPa lower than that of SiO2 glass (Murakami and Bass 2010) and 3 GPa lower than that of MgSiO3 glass (Murakami and Bass 2011).,neutral
These results are in accordance with the studies of Appenroth et al. (1997) and Mansour et al. (2002).,positive
"Studies based on adherence to the ACS and/or the WCRF/AICR guidelines also reported that women who adhere to the guidelines were less likely to develop endometrial cancer, but these studies have also failed to provide evidence to suggest that lifestyle-related factors act jointly to influence risk of ovarian cancer [15, 17, 36].",negative
"…on school nurses (n = 167) and their preparedness to teach within the context of sexual health care revealed that although over 75% of the participants were involved in the provision of sex education, over half expressed the need for further development and education in this area (McFayden 2004).",neutral
"Water users are less likely to swim, boat, and fish during accidents and post-accidents due to health risks, unfavorable water appearance, or unpleasant odors [9].",neutral
The following murine mAb’s were used: 3BD10 (epitope TSHR amino acid residues 25–51) (27) and 2C11 (epitope containing amino acid residues 354–359) (29).,neutral
"Furthermore, methods to detect recently described cfr- or L4 protein-mediated resistances were applied using techniques reported earlier (Arias et al., 2008; Kehrenberg et al., 2005, 2007; Kehrenberg and Schwarz, 2006; Long et al., 2006; Mendes et al., 2008; Schwarz et al., 2000; Toh et al., 2007).",positive
"For power calculation in the linear regression analysis, we considered the magnitude of the gene-environment interaction, and according to Luan et al [50] an interaction was considered to be relevant in magnitude when the ratio of the two regression slopes [B1 for the genetic variable as additive in the first versus the second (B2) stratum was at least 2].",neutral
Ecological parameters of WNV transmission have yet to be clearly defined in tropical ecosystems typical of the Caribbean Basin countries.(1) Serosurveys of free-ranging birds in several countries have identified infections in numerous species of,neutral
"Models on working memory have to a large extent been focused on PFC (Amit & Brunel, 1997; Durstewitz, Seamans, & Sejnowski, 2000; Lisman & Idiart, 1995), but there is also some modeling work on IT, e.g. Jensen, Idiart, and Lisman (1996), Sohal and Hasselmo (2000).",neutral
"The modulation of Notch levels in LSC/CSC derived from Tax-transgenic mice suggests that Notch may contribute in the development of ATLL similar to its role in other T-cell malignancies such as T-ALL [133,134].",neutral
"In agreement with previous reports that support DNA molecules as both spacer donors and interference targets (Barrangou et al., 2007; Brouns et al., 2008; Lillestøl et al., 2006; Marraffini & Sontheimer, 2008; Mojica et al., 2009; Semenova et al., 2009; Vestergaard et al., 2008), given a common…",positive
"It should be noted that a WURS cut-off score of 46 or higher can discriminate individuals with a history of childhood attention-deficit/ hyperactivity disorder (Kafka & Prentky, 1998; Roy-Byrne et al., 1997; Ward et al., 1993; Wender, 1995).",neutral
"Long QT syndrome approach, described by Allegue et al. (2010) [10] was used for the genetic mutation screening on KCNQ1, KCNH2, and SCN5A genes.",neutral
"We selected the Kyte-Doolittle hydropathy profile [37] for hydrophobicity, the Grantham’s profile [22] for polarity and Klein’s scale for net charge [35].",neutral
"Some international studies [39‚Äì41] that did assess the relationship between patients‚Äô knowledge about oral anticoagulants and anticoagulation control using the Rosendaal Method had results in line with our finding of no significant association between them, while a few other international surveys found that knowledge positively affects the INR control [23, 42, 43].",negative
"Prevalence in the general population varies and reports tend to focus on one specific location or types of pain, for example, low back, shoulder, knee pain, or arthritis [14, 15].",neutral
There have been also many interesting attempts to construct a consistent mathematical representation for polarization optics based on the Lorentz group [7]–[13].,positive
"Wood and Shepherd (2010), in particular, reported a selective decrease of excitatory input onto layer 2/3 pyramidal neurons, with no change in inhibitory drive.",neutral
"The buckled structure of silicene is due to the preference of Si atoms to adopt both sp3 and sp2 hybridization rather than adopting sp2 hybridization alone, as in graphene [1].",neutral
"Cross-talk between JA and SA signalling has been described in response to various attackers (Beckers and Spoel, 2006; Stout et al., 2006; Koornneef and Pieterse, 2008).",neutral
"To measure the effect of verb type on the observed QUDs, we used mixed-effect logistic\n regressions (Jaeger, 2008).",neutral
"These data are in agreement with reports of clinical cytauxzoonosis in domestic cats which have only been reported from Southeastern, Midwestern, and Mid-Atlantic states and not from California, Colorado, North Dakota, Ohio, or West Virginia.",positive
"The Division I players from the current study were older than the Division II players, however, all were within the typical range of collegiate soccer players documented in the literature [3,5,28,29,40,49].",neutral
"Bond graphs are a domain-independent notion of physical systems modeling, where the physical processes are directly represented as vertices in a directed graph (Breedveld, 1984; Thoma, 1989; Cellier 1991) and the edges represent the ideal exchange of energy between the vertices.",neutral
[7] provided us with the executable file of their signal selection implementation and we used it for the selection process.,positive
"This transformation, which in fact makes the task more challenging [11], aims to make the data set compatible",neutral
"Perceived reachability (PR) is a relatively new concept in IS/IT research, but has been used with research dealing with wireless technology, for example by Kim and Garrison (2009), who were among the first to incorporate PR into the TAM framework.",positive
"Anti-jamming coding has been studied in Reference [5], where the cognitive radio system is modeled as many parallel subchannels [6] through which the secondary user sends its data.",neutral
"In line with previous results (3, 19, 20, 30), we found that during muscle contraction ERK1/2 phosphorylation was increased and was not affected by CaMKII inhibition.",positive
"While much is known about the sympathetic regulation of cardiac function in health and disease, less interest has been paid to the parasympathetic branch of the autonomic nervous system [66].",neutral
"The Simulated Annealing approach has been proven to be very effective when applied to non convex optimization, for which gradient based algorithms may fail to produce good solutions, Cerný (1985); Marques et al.",positive
"Wand and Weber [15,16,27] have extended an ontology presented by Bunge [28], and applied it to the modelling of information systems.",positive
This finding extends previous work that has shown that certain aspects of gait may depend on cognitive function and attention (Springer et al. 2006,positive
", 2012a) and to investigate the effect of breast support levels on breast kinematics and exercise-induced breast pain (Bridgman et al., 2010; Scurr et al., 2010; White et al., 2009).",neutral
"© 2008 Molecular Vision\nSite-specific mutagenesis: Recombinant human WT αB-\ncrystallin or its deamidated constructs, previously generated by Gupta and Srivastava [32], were used in this study.",positive
"Two studies out of the seven reviewed [33,35] did not discuss any coping strategies.",negative
"The IRE1-ASK1-JNK signalling pathway is also a cell death pathway, because JNK-mediated phosphorylation has been known to activate the pro-apoptotic BCl-2 family member BIM, while inhibiting the antiapoptotic protein BCl-2 [23,24].",neutral
"The concept of functional repair was first introduced by Burkhart and colleagues in the early 1990’s [2,16-18].",neutral
"Data-centric storage (DCS) [24,27,42,56] provides in-network storage and query mechanisms for sensor networks.",neutral
"Computational problems that are susceptible of being solved by sensor fields can be stated in the following way [2]: Sensing Problem Π: Given an n-tuple of data streams u = (uk)1≤k≤n for some n ≥ 1, compute an m-tuple of data streams v = (vk)1≤k≤m for some m ≤ n such that RΠ(u[1, t],v[1, t]) is satisfied for every t ≥ 1.",neutral
"In both cases, UV irradiation generates short-lived (μsec range) radicals that react with amino acids in close proximity (zero distance) forming covalent bonds (Pashev et al. 1991; Hafner et al. 2010a).",neutral
Using a blocked design (20 trials per block,neutral
"…to regulate the release of ions and metabolites, such as ATP, from mitochondria (Colombini et al., 1996; Rostovtseva and Colombini, 1996), and recent evidence suggests that BCL-xL may also control the flux of ATP and phosphocreatine across the outer membrane (Vander Heiden et al., 2000, 2001).",neutral
"…important disadvantages, such as Golgi tendon organ and myotatic reflex inhibition, which can lead to an increased injury risk (Jubeau et al, 2006; Requena et al., 2005), and some difficulties in obtaining improvements in agonist and antagonist muscle coordination (Holcomb, 2005; Paillard, 2008).",neutral
"Many scholars question whether or not firms could self-regulate and be socially\nresponsible on their own, and consider policy intervention a more effective solution (Chatterji and Listokin, 2007; Fleming and Jones, 2013; Karnani, 2007).",neutral
"Nevertheless, the high sequence similarity, overlapping expression domains, and similarities in dimerization partners (Immink et al., 2003) of a number of petunia MADS box genes, especially among members of the same subfamily, suggest that genetic redundancy may be the major cause of the lack of…",neutral
"This is particularly significant in light of the 2010 guidelines from the British Society for Rheumatology (BSR) and British Health Professionals in Rheumatology (BHPR) [10], which propose that the threshold for treating RA patients with TNF-α inhibitors (adalimumab, etanercept or infliximab) following trials of two DMARDs, including MTX, should be lowered from 5.",positive
"Renin inhibitors bind to the active site of renin and inhibit its binding to angiotensinogen, which is the rate‐determining step of the RAS cascade and, consequently, prevents the formation of Ang I and Ang II (36).",neutral
"Considering the non-ideal estimator, new algorithms were proposed [12]–[15] taking into account the erroneous CSI estimation.",neutral
"’s [14] study possibly because, in addition to following their dietary regimen, subjects in D were weighed weekly to ensure a body weight loss of 0.",neutral
"DAA cases were performed with a slight modification of the technique described by Lovell [15], with anterior capsulotomy and subsequent repair, the use of a standard operating table with a table mounted femoral elevator (Omni-Tract Surgical, St. Paul, Minnesota), selective soft tissue releases based on the mobility of the femur (conjoined tendon was released in most cases and piriformis was released in some), and the use of fluoroscopy in every case for assessing component positioning and limb-lengths.",neutral
"Prdm1 (encoding Blimp-1) has known roles in effector CD8 and CD4 T cell differentiation (Rutishauser et al., 2009; Shin et al., 2009; Johnston et al., 2009).",neutral
"org variability in parasites (Pieniazek et al. 1999; Chicharro, Jimenez and Alvar, 2003; Pratlong et al. 2003).",neutral
"In order to test for cointegration in our pooled data sets of exchange rate relationships, we apply like Pedroni (1995) the Engle and Granger (1987) two-step procedure on our panel data set.",positive
This strong secretion and accumulation in the extracellular matrix of all cell types under low water availability denotes that these PRPs may be involved in the maintenance of cellular integrity (Millar et al. 1992,neutral
"probably contributes to a fast down-regulation of the fulllength ABI3 in ripe seeds, which is necessary to inhibit the seed maturation program in germinating seeds (Sugliani et al. 2010).",neutral
"Although the majority of studies examining val66met have found no association with AD (20, 25, 27-36), at least two studies have suggested higher frequencies of the val allele among patients with AD (19, 37).",positive
"Therefore, TRPA1 is considered to be a promising target for use in identifying analgesic drugs [26-31].",neutral
"Five-microliter yeast cells were spotted onto the interaction selection media (synthetic complete agar-Leu-Trp-His-Ala with 1.5 mM 3-amino-1,2,4-aminotriazole) to score growth as an indicator of protein‚Äìprotein interaction (Lee et al., 2007).",neutral
"Given the more superior position of foramen cecum relative to nasion, the equivalent basion-sella-nasion angle would actually be even lower, placing LB1 ~3 SD below the average DS value reported in [58].",neutral
"05], and the shape factor, C (reflecting the maintained initial rate of licking), was significantly increased by SDA [F(1,11), 5 18.",neutral
"Quantitative evaluation of apoptosis by flow cytometry that was carried out 24 h later revealed an increasing proportion of cells recorded in the sub-G1 phase with increasing concentrations of arachidonic acid (Dymkowska et al., 2006).",neutral
Ten Caucasian patients with grossly increased levels of N-isovalerylglycine and N-isovalerylcarnitine were diagnosed with IVA and the metadata on these cases are described in Dercksen et al. 2012.,neutral
"Additionally, MeCP2 has been implicated not in inhibition but in the promotion of activity of some genes(Chahrour et al. 2008).",neutral
"Lim, Shanthikumar and Vahn, from their experiments [9], observed significant variation in the efficient mean-CVaR frontiers when the number of scenarios that is used to generate each frontier is small, even though the true mean is known in the TMEC problem or the mean is not taken into account in the GMC problem.",negative
"When growing in a cobalt-deficient medium, degradation rate and growth rate were significantly reduced [35].",neutral
"The more common skeletal defects are scoliosis, fusion of the vertebrae, spina bifida occulta, absence of the fifth finger and supernumerary digits (1,4,5,8,11,12).",neutral
"A video version of this idea has been explored as well [8,9], with varying degrees of success.",positive
"…of Ubc9 and Smt3 arrest with short spindles and high levels of Pds1\nIt was reported previously that yeast ubc9 D cells, which were kept alive by UBC9\nexpressed from the galactoseinducible GAL1-10\npromoter, arrested in mitosis upon promoter shut-off in glucose medium (Seufert et al\n., 1995).",neutral
"4 is important for optimization of pharmacokinetic behavior (Deng et al., 2010; Datta-Mannan et al., 2012; Deng et al., 2012).",neutral
The self-report component measures interpretation bias through endorsement rates for negative and positive interpretations (Amir et al. 2012  Beard and Amir 2009).,neutral
"The age of giant nupDNA fragment A was calculated by dividing the corrected K value of type 2 substitutions (see Results) by the absolute substitution rate of the synonymous sites in the nuclear genes of rice (Ramakrishna et al., 2002).",neutral
"Two representative software of this type are ssahaSNP (Ning et al., 2001) and PolyBayes (Marth et al., 1999).",neutral
"How are Bcl-2 and Mcl-1 levels regulated in a dynamic fashion? Antigen receptor signaling during clonal expansion likely drives down Bcl-2 levels and hyper-induce Mcl-1 in responding CD8 T cells (Dunkle et al., 2011; Opferman et al., 2003).",neutral
"Two traits are orthogonal when, based on individual rankings on one of the traits, it is impossible to predict anything certain about rankings on the other trait (Allik et al., 2015).",neutral
These results are similar to other reports [34] in which the proportion of J-Lat cells displaying GFP epifluorescence was synergistically increased by prostratin/ HDACI cotreatments compared to treatments with the compounds alone.,positive
"A type I T-cell gene signature that promotes both the generation and tumor infiltration of cytotoxic T cells has been shown to be associated with an improved clinical outcome in a variety of tumor types (2, 3).",positive
"Resistance to TB involves macrophages [2,4], dendritic cells (DC) [17,18], and T cells [18], and multiple studies in humans and mice have shown that maintenance of TB latency requires a Th1 T cell immune response and IFN-c, which is a signature cytokine of this response.",positive
"While the prevalence of hyperechogenicity is only *9 % in healthy adults (Berg et al. 1999a), the statistical power was appropriate for detecting significant differences between groups (e.g. grip force group-by-trial interaction = 0.87).",positive
"There have been few animal studies on this subject, which provides insufficient evidence as to the rationale for using ORM in nasal patency assessments [13].",negative
"Although Arpp/Ankrd2 has been reported to be localized mainly in the I-band of striated muscle (Tsukamoto et al. 2002; Miller et al. 2003), a recent study has revealed that Arpp/Ankrd2 can interact with nuclear proteins, including premyelocytic leukemia protein (PML), p53 and YB-1, in vitro (Kojic…",positive
"…memory\nINTRODUCTION\nEmerging studies have shown that auditory beat stimulation can affect mood states in terms of levels of anxiety (Le Scouarnec et al., 2001; Padmanabhan et al., 2005; Weiland et al., 2011) and well-being (Lane et al., 1998; Le Scouarnec et al., 2001; Wahbeh et al., 2007a).",positive
"The prognosis of FVPTC in our study was excellent, similar to the\nresults of previous studies (Chan 2002; Yu et al. 2013), and FVPTC is known to have less frequent locoregional recurrence than conventional PTC (Burningham et al. 2005; Lang et al. 2006; Nechifor-Boila et al. 2013), although there…",positive
"In addition to expression in the fetus, Igf2 is expressed by the placenta (Constância et al. 2002) and mice lacking the placenta-specific Igf2 transcript show IUGRaswell as placentas that are small and have altered nutrient transport (Constância et al.",neutral
"Other studies suggest that altering affinity to FcRn might alter the bioavailability of mAbs (Deng et al., 2010; Deng et al., 2012), and SC bioavailability appears lower in FcRn-deficient mice as compared to wild type animals (Wang et al.",positive
"Although our cohort also consisted of treatment naïve patients with symptom duration of less than six months, we found that IL-21 levels were not elevated in RA patients compared to healthy controls, a finding which is in contrast to the results of other authors (Rasmussen et al. 2010).",negative
"These study areas have all been managed in the same way for multiple generations (from the onset of farming in the area) and are dominated by indigenous vegetation (Little et al. 2013), they have also only been utilized as livestock farms (the region is not suitable for 1446 Biodivers Conserv (2015) 24:1443–1471",neutral
"Assessing Risk of Bias\nCritical appraisal of the studies, based on the Cochrane Risk of Bias Tool (Higgins and Green 2009), involved assessing whether there was an adequate method of sequence generation, allocation concealment, blinding of assessors, satisfactory treatment of attrition, including…",neutral
"A retrospective cohort study abstracted medical records of 45,308 Medicare beneficiaries with AMI.(87) Of these, 7.",neutral
"Cancer cells usually have a different genome structure from normal [2], therefore, genomes of human cell lines cannot be fully explained by the human reference genome [3].",neutral
"%) was a close relative (at 97% identity) of the facultative denitrifying bacterium Aromatoleum aromaticum (which belongs to the Azoarcus cluster) (Kuhner et al., 2005), and the close relative Azoarcus buckelii (Mechichi et al., 2002).",neutral
"Moreover, phytochelatins have been found to be more effective at preventing oxidative stress than GSH (Tsuji et al., 2002).",positive
"One of the key concerns by induction of reprogramming towards pluripotency in vivo may be the spontaneous occurrence of teratomas within the tissues where reprogrammed cells are generated [12,19].",neutral
"In [1] and [2], a multilayer directory structure is presented to reduce the size of the directory for largescale configurations of a multiprocessor while also maintain or even improve the performance.",positive
"…difference between aspirated and lenis is merging for younger speakers, resulting in a two-way VOT contrast: aspirated & lenis (long VOT) vs. tense (short VOT) (Choi 2002, Kang and Guion 2008, Kang 2014, Kim 2000, Kim 2004, Kong et al. 2011, Lee and Jongman 2012, Oh 2011, Silva 2006, Wright 2007).",neutral
"Upon initial pulmonary infection, a subset of C. neoformans cells differentiate into enlarged titan cells with a thick cell wall and a highly crosslinked capsule (Feldmesser et al., 2001; Okagaki et al., 2010; Zaragoza et al., 2010).",neutral
"The model (Rohrer and Berresheim, 2006; Hofzumahaus et al., 2009) was based on the Regional Atmospheric Chemical Mechanism (RACM) (Stockwell et al., 1997) upgraded with an5 improved isoprene chemistry (Karl et al., 2006).",positive
"In the discussion of their paper, Hendriks et al. (2014) recognized that the speakers might not always have clearly established the second character as the new topic (i.e., as the referent in focus) before their Maintain-2 position.",positive
"A serotype-shift occurred over the years with a predominance of DENV-1in 2010, DENV-2 in 2013 and again DENV-1 in 2016 [25].",neutral
"To date, these reactions have primarily been investigated on an interpersonal level – the level of individual profiles (e.g., Hooper & Kalidas, 2012; McLaughlin & Vitak, 2012; Peña & Brody, 2014).",neutral
"Non-systematic reviews “Review” Methods Although there is no single database reliably showing the true number of SRs or RCTs [6], we used PubMed as the basis of our search.",neutral
"These reports are consistent with SdpI regulating dynamin-driven fission of endocytotic and transport vesicles from their donor membranes (15, 17, 18, 20).",positive
"This result was first rigorously proved for the Maxwell type of interaction models by Bobylev, Carrillo and Gamba [12].",positive
"Diarrhea as observed in the broiler chicks treated with CY (Sharaf et al., 2009) might have lead to excess fluid loss and can be correlated with hemoconcentration, which might have resulted in increased total plasma proteins in the present study.",neutral
"Life history traits are an appropriate and important focus for the study of the ecological and evolutionary importance of polyploidy because (1) life history traits are often main determinants of fitness (e.g., Levy and Feldman 2002; Otto 2007; Ramsey 2011), and (2), ploidy level has the potential to influence life history traits in both positive and negative ways (e.",neutral
PL directly binds to and inhibits the antioxidant enzyme glutathione S-transferase π (GSTP1) resulting in a decrease in glutathione levels and subsequent promotion of cancer-selective cell death by increasing the ROS levels (3).,neutral
wage (IWT) and equal wage treatment (EWT) reported in Abeler et al. (2010). Effort levels in NoCom are substantially higher than in EWT.,neutral
Among the transporters VGluT 1 and 2 were found in the hypothalamus (Herman et al. 2004).,neutral
"MD simulations were carried out on the clusters of personal computers (CROW) at the National Institute of Chemistry in Ljubljana [34], using the CHARMM biomolecular simulation program [35] and CHARMMing web server [36].",neutral
"Frequently, a Vincentizing procedure is used to construct group RT distributions from individual RT distributions (Ratcliff, 1979; Van Zandt, 2000).",neutral
"Incidences of hydrocephalus and cyst formation were not reported in this trial but emerged in subsequent studies [14, 17].",negative
The randomized controlled trials (RCTs) which evaluated the efficacy of PEG for mechanical bowel preparation in prevention of postoperative complications in colorectal surgery were considered for inclusion.,neutral
"In order to determine the severity of ASAD, Adulthood Separation Anxiety Checklist (ASA) (Diriöz et al., 2012; Manicavasagar et al., 2003) and Separation Anxiety Symptom Inventory (SASI) (Diriöz et al., 2012; Silove et al., 1993) were used.",neutral
"Collected plasma was stored at 80°C, and part of it was already used in a previous study (44) aimed at the determination of the effectiveness of IL-1Ra therapy in the treatment of HF patients.",neutral
In [10] the authors analyzed the time-varying wavelet transform through changing the two-band filter banks used in the tree-structured implementation of DWTs with an simple example.,neutral
"Other extrathyroidal pathologies coexisting with THA are: familial dilated cardiomyopathy and hypergonadotrophic hypogonadism (Gursoy et al. 2006), autoimmune polyglandular syndrome type III (Papi et al.",neutral
"With the exception of OsCYCD6;1, all other rice D-type cyclins have the conserved LxCxE motif in their sequence (Menges et al. 2007).",neutral
"Hence, the lethality associated with mutations at the locus was suggested to be due to reduction in wg signaling (Haerry et al. 1997).",neutral
"…complexity, distractor number, speed, and interobject distance have been shown to affect capacity (Alvarez & Franconeri, 2007; Bettencourt & Somers, 2009; Franconeri, Alvarez, & Enns, 2007; Horowitz et al., 2007; Tombu & Seiffert, 2011; Vogel et al., 2005; Xu & Chun, 2006; Zanto & Gazzaley, 2009).",neutral
"Local feature descriptors (Mikolajczyk and Schmid, 2005) have been extensively studied, especially since the seminal works by Schmid and Mohr (1997) and Lowe (2004).",positive
