,citingPaperID,source,string,label,sentiment
2005,48b662f8e34fe3c1057796a6f85222f5470aef49>2b01ba16d3225aa99c04ef65a7f771d4b36075af_6,explicit,"’s [14] study possibly because, in addition to following their dietary regimen, subjects in D were weighed weekly to ensure a body weight loss of 0.",background,neutral
5776,0666fe53a8e0c5cc520b5c0053c030abfef7abdd>637d8b4aae6043fe0c0274db00d1cd5a608799b9_1,properNoun,"DAA cases were performed with a slight modification of the technique described by Lovell [15], with anterior capsulotomy and subsequent repair, the use of a standard operating table with a table mounted femoral elevator (Omni-Tract Surgical, St. Paul, Minnesota), selective soft tissue releases based on the mobility of the femur (conjoined tendon was released in most cases and piriformis was released in some), and the use of fluoroscopy in every case for assessing component positioning and limb-lengths.",method,neutral
3576,7ea35436e261fc4d48fdcada0a8eb9c1f8c1a93b>25aa4a143d373d371cc8fa3a2d550a0649d8c94c_11,explicit,"Prdm1 (encoding Blimp-1) has known roles in effector CD8 and CD4 T cell differentiation (Rutishauser et al., 2009; Shin et al., 2009; Johnston et al., 2009).",background,neutral
3770,5da3d654c890385d284d0845286bd9d26e77d036>ebbac2abac129b92d95e3f03499ba36bfa8bcf32_1,explicit,"org variability in parasites (Pieniazek et al. 1999; Chicharro, Jimenez and Alvar, 2003; Pratlong et al. 2003).",background,neutral
3568,40047fecd2c54eb85cb633afd72f438b8f1620d2>9df3fa41c709352260804d322fdace8a1035fe5b_5,explicit,"In order to test for cointegration in our pooled data sets of exchange rate relationships, we apply like Pedroni (1995) the Engle and Granger (1987) two-step procedure on our panel data set.",method,positive
4577,4678c626fa62e46b5d85da06af10ab139a802771>fd920e1229b99b9b441ca93219bd84b6acb3abbb_3,explicit,This strong secretion and accumulation in the extracellular matrix of all cell types under low water availability denotes that these PRPs may be involved in the maintenance of cellular integrity (Millar et al. 1992; García-Gómez et al. 2000; Murphy et al. 2002).,background,neutral
2999,478bd10d96ed7cc50fabae1fd6da100525410c34>82adea97cc7d912926709a9c71dc5ff45b833820_1,explicit,"probably contributes to a fast down-regulation of the fulllength ABI3 in ripe seeds, which is necessary to inhibit the seed maturation program in germinating seeds (Sugliani et al. 2010).",background,neutral
4213,72ad01f99b204cdff600384f7622adfc5ab05bce>88f90dffa3000897d2a3929623ea596ddbcf594f_2,explicit,"Although the majority of studies examining val66met have found no association with AD (20, 25, 27-36), at least two studies have suggested higher frequencies of the val allele among patients with AD (19, 37).",background,positive
1225,b3d1d07548435e5fdac5f05df5b2de8b01788b78>013134e573ad9227f3dac11291fb11c0bbd6eab6_3,explicit,"Therefore, TRPA1 is considered to be a promising target for use in identifying analgesic drugs [26-31].",background,neutral
6021,0435f121f1278cfd4ef6f8a6db9f44fb56ec2a27>267f547f9be0a742c566cc6bf1d2627f862dfd2e_0,explicit,"Five-microliter yeast cells were spotted onto the interaction selection media (synthetic complete agar-Leu-Trp-His-Ala with 1.5 mM 3-amino-1,2,4-aminotriazole) to score growth as an indicator of protein‚Äìprotein interaction (Lee et al., 2007).",method,neutral
3805,0cbda63139390bb9dbc7f679874e700789c3cad5>a7643eec065b8cbed08be5e8ecaa8f6a8ecb11fb_1,explicit,"Given the more superior position of foramen cecum relative to nasion, the equivalent basion-sella-nasion angle would actually be even lower, placing LB1 ~3 SD below the average DS value reported in [58].",background,neutral
5656,1a1b91dbd88619dd5caa7383e0953b0ca26579e4>78d6a0c48a8fb8fc80f24b4ca78740b7515ba593_6,explicit,"05], and the shape factor, C (reflecting the maintained initial rate of licking), was significantly increased by SDA [F(1,11), 5 18.",background,neutral
2287,c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_4,explicit,"Quantitative evaluation of apoptosis by flow cytometry that was carried out 24 h later revealed an increasing proportion of cells recorded in the sub-G1 phase with increasing concentrations of arachidonic acid (Dymkowska et al., 2006).",background,neutral
1904,25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_7,explicit,Ten Caucasian patients with grossly increased levels of N-isovalerylglycine and N-isovalerylcarnitine were diagnosed with IVA and the metadata on these cases are described in Dercksen et al. 2012.,background,neutral
858,d8664d28646bc41fcf9b783d8822feef3baa0868>816a89e3e812d431844a7d8b71b68786c0476a22_5,explicit,"Additionally, MeCP2 has been implicated not in inhibition but in the promotion of activity of some genes(Chahrour et al. 2008).",method,neutral
1311,6335bbd45499fb518fb63ce3df4ac8c34051e5f5>9f5c8a55838837c5444f892dd6a7e9b5a2a70dbc_6,explicit,"Lim, Shanthikumar and Vahn, from their experiments [9], observed significant variation in the efficient mean-CVaR frontiers when the number of scenarios that is used to generate each frontier is small, even though the true mean is known in the TMEC problem or the mean is not taken into account in the GMC problem.",background,negative
7415,3876999a3a978c0ac2258622cfe61c4c683a3c35>8e691d94b2658984b00cc041b66017c42a4ce703_1,explicit,"When growing in a cobalt-deficient medium, degradation rate and growth rate were significantly reduced [35].",background,neutral
1732,7c78c9f3cd0cdfcb6a1ece4f66c01faebb5dcc74>d4a2bcb4cb90a2fda1fecb767a58cc40ad8d27cb_2,explicit,"The more common skeletal defects are scoliosis, fusion of the vertebrae, spina bifida occulta, absence of the fifth finger and supernumerary digits (1,4,5,8,11,12).",background,neutral
333,d91dd27621f9a7cdf20d6d90954332513495db6d>26d70e3290ee1b974cc22bd9024c0ab3a2f587f0_0,explicit,"A video version of this idea has been explored as well [8,9], with varying degrees of success.",background,positive
6129,676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646_7,explicit,"…of Ubc9 and Smt3 arrest with short spindles and high levels of Pds1\nIt was reported previously that yeast ubc9 D cells, which were kept alive by UBC9\nexpressed from the galactoseinducible GAL1-10\npromoter, arrested in mitosis upon promoter shut-off in glucose medium (Seufert et al\n., 1995).",background,neutral
1644,af794c74a2bfd33336bca2a410ed42a978d98a89>691576326d898a7e56628c7775eb1acd93316a58_0,explicit,"4 is important for optimization of pharmacokinetic behavior (Deng et al., 2010; Datta-Mannan et al., 2012; Deng et al., 2012).",background,neutral
